Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-10105;T02 Check confirmation of receipt-complete;Resource03;2011/10/26 14:46:05.211;Variant 1;1;Internet;General;Group 8;Resource11;task-44690;T02 Check confirmation of receipt;complete;Group 4;18.757
case-10105;T04 Determine confirmation of receipt-complete;Resource03;2011/10/26 14:46:20.612;Variant 1;1;Internet;General;Group 8;Resource11;task-44692;T04 Determine confirmation of receipt;complete;Group 3;15.401
case-10105;T05 Print and send confirmation of receipt-complete;Resource03;2011/10/26 14:46:39.019;Variant 1;1;Internet;General;Group 8;Resource11;task-44693;T05 Print and send confirmation of receipt;complete;Group 2;18.407
case-10105;T06 Determine necessity of stop advice-complete;Resource03;2011/10/26 14:46:55.969;Variant 1;1;Internet;General;Group 8;Resource11;task-44691;T06 Determine necessity of stop advice;complete;Group 1;16.95
case-10105;T10 Determine necessity to stop indication-complete;Resource03;2011/10/26 14:47:17.500;Variant 1;1;Internet;General;Group 8;Resource11;task-44694;T10 Determine necessity to stop indication;complete;Group 1;21.531
case-10120;Confirmation of receipt-complete;Resource05;2011/10/25 09:56:31.704;Variant 1;1;Internet;General;Group 5;Resource05;task-44018;Confirmation of receipt;complete;EMPTY;0.0
case-10120;T02 Check confirmation of receipt-complete;Resource05;2011/10/25 09:57:00.379;Variant 1;1;Internet;General;Group 5;Resource05;task-44401;T02 Check confirmation of receipt;complete;Group 4;28.675
case-10120;T04 Determine confirmation of receipt-complete;Resource05;2011/10/25 11:34:25.395;Variant 1;1;Internet;General;Group 5;Resource05;task-44403;T04 Determine confirmation of receipt;complete;EMPTY;5845.016
case-10120;T05 Print and send confirmation of receipt-complete;Resource05;2011/10/25 11:34:46.250;Variant 1;1;Internet;General;Group 5;Resource05;task-44423;T05 Print and send confirmation of receipt;complete;Group 2;20.855
case-10120;T06 Determine necessity of stop advice-complete;Resource05;2011/10/25 11:35:58.954;Variant 1;1;Internet;General;Group 5;Resource05;task-44402;T06 Determine necessity of stop advice;complete;Group 1;72.704
case-10120;T10 Determine necessity to stop indication-complete;Resource05;2011/10/25 13:45:05.459;Variant 1;1;Internet;General;Group 5;Resource05;task-44424;T10 Determine necessity to stop indication;complete;Group 1;7746.505
case-10127;Confirmation of receipt-complete;Resource06;2011/10/27 08:37:51.459;Variant 1;1;Internet;General;Group 5;Resource06;task-44038;Confirmation of receipt;complete;EMPTY;0.0
case-10127;T02 Check confirmation of receipt-complete;Resource06;2011/10/27 08:38:11.536;Variant 1;1;Internet;General;Group 5;Resource06;task-44809;T02 Check confirmation of receipt;complete;Group 4;20.077
case-10127;T04 Determine confirmation of receipt-complete;Resource06;2011/10/27 08:38:39.137;Variant 1;1;Internet;General;Group 5;Resource06;task-44811;T04 Determine confirmation of receipt;complete;Group 3;27.601
case-10127;T05 Print and send confirmation of receipt-complete;Resource06;2011/10/27 08:39:02.930;Variant 1;1;Internet;General;Group 5;Resource06;task-44812;T05 Print and send confirmation of receipt;complete;Group 2;23.793
case-10127;T06 Determine necessity of stop advice-complete;Resource06;2011/10/27 08:39:43.531;Variant 1;1;Internet;General;Group 5;Resource06;task-44810;T06 Determine necessity of stop advice;complete;Group 1;40.601
case-10127;T10 Determine necessity to stop indication-complete;Resource06;2011/10/27 08:40:03.485;Variant 1;1;Internet;General;Group 5;Resource06;task-44814;T10 Determine necessity to stop indication;complete;Group 1;19.954
case-10134;Confirmation of receipt-complete;Resource03;2011/10/26 15:04:21.840;Variant 1;1;Internet;General;Group 8;Resource11;task-44094;Confirmation of receipt;complete;EMPTY;0.0
case-10134;T02 Check confirmation of receipt-complete;Resource03;2011/10/26 15:04:43.045;Variant 1;1;Internet;General;Group 8;Resource11;task-44711;T02 Check confirmation of receipt;complete;Group 4;21.205
case-10134;T04 Determine confirmation of receipt-complete;Resource03;2011/10/26 15:05:00.324;Variant 1;1;Internet;General;Group 8;Resource11;task-44713;T04 Determine confirmation of receipt;complete;Group 3;17.279
case-10134;T05 Print and send confirmation of receipt-complete;Resource03;2011/10/26 15:05:19.716;Variant 1;1;Internet;General;Group 8;Resource11;task-44714;T05 Print and send confirmation of receipt;complete;Group 2;19.392
case-10134;T06 Determine necessity of stop advice-complete;Resource03;2011/10/26 15:05:34.867;Variant 1;1;Internet;General;Group 8;Resource11;task-44712;T06 Determine necessity of stop advice;complete;Group 1;15.151
case-10134;T10 Determine necessity to stop indication-complete;Resource03;2011/10/26 15:05:59.098;Variant 1;1;Internet;General;Group 8;Resource11;task-44715;T10 Determine necessity to stop indication;complete;Group 1;24.231
case-10136;Confirmation of receipt-complete;Resource03;2011/10/26 15:40:46.193;Variant 6;6;Internet;General;Group 8;Resource11;task-44102;Confirmation of receipt;complete;EMPTY;0.0
case-10136;T06 Determine necessity of stop advice-complete;Resource03;2011/10/26 15:41:05.144;Variant 6;6;Internet;General;Group 8;Resource11;task-44738;T06 Determine necessity of stop advice;complete;Group 1;18.951
case-10136;T02 Check confirmation of receipt-complete;Resource03;2011/10/26 15:41:23.359;Variant 6;6;Internet;General;Group 8;Resource11;task-44737;T02 Check confirmation of receipt;complete;Group 4;18.215
case-10136;T04 Determine confirmation of receipt-complete;Resource03;2011/10/26 15:41:39.797;Variant 6;6;Internet;General;Group 8;Resource11;task-44740;T04 Determine confirmation of receipt;complete;Group 3;16.438
case-10136;T05 Print and send confirmation of receipt-complete;Resource03;2011/10/26 15:41:56.091;Variant 6;6;Internet;General;Group 8;Resource11;task-44741;T05 Print and send confirmation of receipt;complete;Group 2;16.294
case-10136;T10 Determine necessity to stop indication-complete;Resource03;2011/10/26 15:42:22.465;Variant 6;6;Internet;General;Group 8;Resource11;task-44739;T10 Determine necessity to stop indication;complete;Group 1;26.374
case-10138;Confirmation of receipt-complete;Resource12;2011/12/08 14:52:51.432;Variant 5;5;Internet;General;Group 5;Resource12;task-44150;Confirmation of receipt;complete;EMPTY;0.0
case-10138;T02 Check confirmation of receipt-complete;Resource12;2011/12/08 14:53:26.952;Variant 5;5;Internet;General;Group 5;Resource12;task-49490;T02 Check confirmation of receipt;complete;Group 4;35.52
case-10138;T04 Determine confirmation of receipt-complete;Resource12;2011/12/08 14:53:55.363;Variant 5;5;Internet;General;Group 5;Resource12;task-49494;T04 Determine confirmation of receipt;complete;Group 3;28.411
case-10138;T06 Determine necessity of stop advice-complete;Resource12;2011/12/08 14:55:00.037;Variant 5;5;Internet;General;Group 5;Resource12;task-49491;T06 Determine necessity of stop advice;complete;Group 1;64.674
case-10138;T10 Determine necessity to stop indication-complete;Resource12;2011/12/08 14:55:37.151;Variant 5;5;Internet;General;Group 5;Resource12;task-49496;T10 Determine necessity to stop indication;complete;Group 1;37.114
case-10138;T05 Print and send confirmation of receipt-complete;admin1;2011/12/14 13:36:32.274;Variant 5;5;Internet;General;Group 5;Resource12;task-49495;T05 Print and send confirmation of receipt;complete;Group 2;513655.123
case-10139;Confirmation of receipt-complete;admin2;2011/10/21 10:07:16.084;Variant 3;3;Internet;Customer contact;;admin3;task-44093;Confirmation of receipt;complete;Group 1;0.0
case-10146;Confirmation of receipt-complete;Resource03;2011/11/07 15:24:56.152;Variant 1;1;Internet;General;Group 2;Resource03;task-44278;Confirmation of receipt;complete;EMPTY;0.0
case-10146;T02 Check confirmation of receipt-complete;Resource03;2011/11/07 15:25:45.882;Variant 1;1;Internet;General;Group 2;Resource03;task-45622;T02 Check confirmation of receipt;complete;Group 4;49.73
case-10146;T04 Determine confirmation of receipt-complete;Resource03;2011/11/16 12:05:43.389;Variant 1;1;Internet;General;Group 2;Resource03;task-45624;T04 Determine confirmation of receipt;complete;EMPTY;765597.507
case-10146;T05 Print and send confirmation of receipt-complete;Resource03;2011/11/16 12:06:16.314;Variant 1;1;Internet;General;Group 2;Resource03;task-46832;T05 Print and send confirmation of receipt;complete;Group 2;32.925
case-10146;T06 Determine necessity of stop advice-complete;Resource03;2011/11/16 12:06:32.021;Variant 1;1;Internet;General;Group 2;Resource03;task-45623;T06 Determine necessity of stop advice;complete;Group 1;15.707
case-10146;T10 Determine necessity to stop indication-complete;Resource03;2011/11/16 12:07:02.208;Variant 1;1;Internet;General;Group 2;Resource03;task-46833;T10 Determine necessity to stop indication;complete;Group 1;30.187
case-10147;Confirmation of receipt-complete;Resource03;2011/10/26 16:07:55.282;Variant 1;1;Internet;General;Group 8;Resource11;task-44297;Confirmation of receipt;complete;EMPTY;0.0
case-10147;T02 Check confirmation of receipt-complete;Resource03;2011/10/26 16:10:03.859;Variant 1;1;Internet;General;Group 8;Resource11;task-44759;T02 Check confirmation of receipt;complete;Group 4;128.577
case-10147;T04 Determine confirmation of receipt-complete;Resource03;2011/10/26 16:10:19.743;Variant 1;1;Internet;General;Group 8;Resource11;task-44761;T04 Determine confirmation of receipt;complete;Group 3;15.884
case-10147;T05 Print and send confirmation of receipt-complete;Resource03;2011/10/26 16:10:44.250;Variant 1;1;Internet;General;Group 8;Resource11;task-44762;T05 Print and send confirmation of receipt;complete;Group 2;24.507
case-10147;T06 Determine necessity of stop advice-complete;Resource03;2011/10/26 16:10:58.544;Variant 1;1;Internet;General;Group 8;Resource11;task-44760;T06 Determine necessity of stop advice;complete;Group 1;14.294
case-10147;T10 Determine necessity to stop indication-complete;Resource03;2011/10/26 16:11:19.812;Variant 1;1;Internet;General;Group 8;Resource11;task-44763;T10 Determine necessity to stop indication;complete;Group 1;21.268
case-10159;Confirmation of receipt-complete;Resource03;2011/11/10 11:00:39.952;Variant 1;1;Internet;General;Group 8;Resource11;task-44315;Confirmation of receipt;complete;EMPTY;0.0
case-10159;T02 Check confirmation of receipt-complete;Resource03;2011/11/10 11:01:15.080;Variant 1;1;Internet;General;Group 8;Resource11;task-46200;T02 Check confirmation of receipt;complete;Group 4;35.128
case-10159;T04 Determine confirmation of receipt-complete;Resource03;2011/11/10 11:02:07.499;Variant 1;1;Internet;General;Group 8;Resource11;task-46202;T04 Determine confirmation of receipt;complete;Group 3;52.419
case-10159;T05 Print and send confirmation of receipt-complete;Resource03;2011/11/10 11:02:24.015;Variant 1;1;Internet;General;Group 8;Resource11;task-46203;T05 Print and send confirmation of receipt;complete;Group 2;16.516
case-10159;T06 Determine necessity of stop advice-complete;Resource03;2011/11/10 11:02:41.340;Variant 1;1;Internet;General;Group 8;Resource11;task-46201;T06 Determine necessity of stop advice;complete;Group 1;17.325
case-10159;T10 Determine necessity to stop indication-complete;Resource03;2011/11/10 11:03:55.840;Variant 1;1;Internet;General;Group 8;Resource11;task-46204;T10 Determine necessity to stop indication;complete;Group 1;74.5
case-10160;Confirmation of receipt-complete;Resource02;2011/10/25 15:20:00.343;Variant 10;10;Internet;General;Group 5;Resource02;task-44421;Confirmation of receipt;complete;EMPTY;0.0
case-10160;T02 Check confirmation of receipt-complete;Resource02;2011/10/25 15:21:08.384;Variant 10;10;Internet;General;Group 5;Resource02;task-44532;T02 Check confirmation of receipt;complete;Group 4;68.041
case-10160;T04 Determine confirmation of receipt-complete;Resource02;2011/10/25 15:21:33.582;Variant 10;10;Internet;General;Group 5;Resource02;task-44534;T04 Determine confirmation of receipt;complete;Group 3;25.198
case-10160;T05 Print and send confirmation of receipt-complete;Resource02;2011/10/25 15:22:26.004;Variant 10;10;Internet;General;Group 5;Resource02;task-44535;T05 Print and send confirmation of receipt;complete;Group 2;52.422
case-10160;T06 Determine necessity of stop advice-complete;Resource02;2011/10/25 15:24:25.818;Variant 10;10;Internet;General;Group 5;Resource02;task-44533;T06 Determine necessity of stop advice;complete;Group 1;119.814
case-10163;Confirmation of receipt-complete;admin2;2011/10/27 10:17:24.156;Variant 3;3;Internet;Customer contact;;admin3;task-44838;Confirmation of receipt;complete;Group 1;0.0
case-10183;Confirmation of receipt-complete;Resource09;2011/12/09 14:16:10.879;Variant 5;5;Internet;General;Group 5;Resource09;task-44619;Confirmation of receipt;complete;EMPTY;0.0
case-10183;T02 Check confirmation of receipt-complete;Resource09;2011/12/09 14:16:39.383;Variant 5;5;Internet;General;Group 5;Resource09;task-49575;T02 Check confirmation of receipt;complete;Group 4;28.504
case-10183;T04 Determine confirmation of receipt-complete;Resource09;2011/12/09 14:17:02.175;Variant 5;5;Internet;General;Group 5;Resource09;task-49577;T04 Determine confirmation of receipt;complete;Group 3;22.792
case-10183;T06 Determine necessity of stop advice-complete;Resource09;2011/12/09 14:17:35.863;Variant 5;5;Internet;General;Group 5;Resource09;task-49576;T06 Determine necessity of stop advice;complete;Group 1;33.688
case-10183;T10 Determine necessity to stop indication-complete;Resource09;2011/12/09 14:24:28.994;Variant 5;5;Internet;General;Group 5;Resource09;task-49579;T10 Determine necessity to stop indication;complete;Group 1;413.131
case-10183;T05 Print and send confirmation of receipt-complete;Resource09;2011/12/09 14:30:04.403;Variant 5;5;Internet;General;Group 5;Resource09;task-49578;T05 Print and send confirmation of receipt;complete;Group 2;335.409
case-10194;Confirmation of receipt-complete;admin2;2012/01/17 11:28:47.373;Variant 3;3;Internet;General;Group 5;Resource02;task-44570;Confirmation of receipt;complete;EMPTY;0.0
case-10195;Confirmation of receipt-complete;admin2;2012/01/17 11:29:39.271;Variant 3;3;Internet;General;Group 5;Resource02;task-44573;Confirmation of receipt;complete;EMPTY;0.0
case-10196;Confirmation of receipt-complete;Resource23;2011/11/07 08:53:41.967;Variant 1;1;Internet;General;Group 5;Resource23;task-44626;Confirmation of receipt;complete;EMPTY;0.0
case-10196;T02 Check confirmation of receipt-complete;Resource23;2011/11/07 08:59:27.936;Variant 1;1;Internet;General;Group 5;Resource23;task-45499;T02 Check confirmation of receipt;complete;Group 4;345.969
case-10196;T04 Determine confirmation of receipt-complete;Resource23;2011/11/07 08:59:55.396;Variant 1;1;Internet;General;Group 5;Resource23;task-45501;T04 Determine confirmation of receipt;complete;Group 3;27.46
