Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-364458525;Accepted-In Progress;Ann;2010/04/01 09:13:49.000;Variant 16;16;Accepted;Medium;In Progress;Org line A2;A2_3;se;G349 3rd;PROD40;Sweden;0.0
1-364458525;Accepted-In Progress;Ann;2012/03/30 13:12:07.000;Variant 16;16;Accepted;Medium;In Progress;Org line A2;A2_3;se;G349 3rd;PROD40;Sweden;62999898.0
1-364458525;Accepted-Wait;Ann;2012/03/30 13:12:14.000;Variant 16;16;Accepted;Medium;Wait;Org line A2;A2_3;se;G349 3rd;PROD40;Sweden;7.0
1-364458525;Completed-Closed;Ann;2012/03/30 13:18:11.000;Variant 16;16;Completed;Medium;Closed;Org line A2;A2_3;se;G349 3rd;PROD40;Sweden;357.0
1-364528467;Accepted-In Progress;Y;2010/04/01 14:48:30.000;Variant 36;36;Accepted;Medium;In Progress;Org line A2;A2_2;us;G21 2nd;PROD98;Sweden;0.0
1-364528467;Accepted-In Progress;Y;2010/04/01 14:49:59.000;Variant 36;36;Accepted;Medium;In Progress;Org line A2;A2_2;us;G21 2nd;PROD98;Sweden;89.0
1-364528467;Queued-Awaiting Assignment;Carolyn;2010/04/01 14:50:40.000;Variant 36;36;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;41.0
1-364528467;Accepted-In Progress;Kannan;2010/04/01 19:20:02.000;Variant 36;36;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;16162.0
1-364528467;Accepted-Assigned;Carolyn;2010/04/01 19:20:07.000;Variant 36;36;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;5.0
1-364528467;Accepted-In Progress;Ewa;2012/01/19 10:14:11.000;Variant 36;36;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;56818444.0
1-364528467;Completed-Closed;Ewa;2012/01/19 10:14:18.000;Variant 36;36;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;7.0
1-365702595;Accepted-In Progress;Carolyn;2010/04/08 12:07:36.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-365702595;Queued-Awaiting Assignment;Carolyn;2010/04/08 12:09:05.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;89.0
1-365702595;Accepted-In Progress;Kannan;2010/04/08 19:33:49.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;26684.0
1-365702595;Accepted-Assigned;Carolyn;2010/04/08 19:33:54.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;5.0
1-365702595;Accepted-In Progress;Ewa;2011/12/30 10:00:16.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;54483982.0
1-365702595;Completed-Closed;Ewa;2012/01/04 16:49:12.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;456536.0
1-366462246;Accepted-In Progress;Daniel;2010/04/12 19:14:40.000;Variant 4;4;Accepted;Major;In Progress;Org line A2;A2_3;se;M3 2nd;PROD655;Sweden;0.0
1-366462246;Accepted-In Progress;Daniel;2012/04/11 16:40:26.000;Variant 4;4;Accepted;Major;In Progress;Org line A2;A2_3;se;M3 2nd;PROD655;Sweden;63062746.0
1-366462246;Completed-Closed;Daniel;2012/04/11 16:40:52.000;Variant 4;4;Completed;Major;Closed;Org line A2;A2_3;se;M3 2nd;PROD655;Sweden;26.0
1-366509892;Accepted-In Progress;Carolyn;2010/04/12 21:37:25.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-366509892;Queued-Awaiting Assignment;Carolyn;2010/04/12 21:47:56.000;Variant 2;2;Queued;Low;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;631.0
1-366509892;Accepted-In Progress;Kannan;2010/04/13 14:56:39.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;61723.0
1-366509892;Accepted-Assigned;Carolyn;2010/04/13 14:56:44.000;Variant 2;2;Accepted;Low;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;5.0
1-366509892;Accepted-In Progress;Ewa;2012/01/30 12:42:19.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;56756735.0
1-366509892;Completed-Closed;Ewa;2012/01/30 12:42:50.000;Variant 2;2;Completed;Low;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;31.0
1-366584206;Accepted-In Progress;Carolyn;2010/04/13 09:38:30.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-366584206;Queued-Awaiting Assignment;Carolyn;2010/04/13 09:44:30.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;360.0
1-366584206;Accepted-In Progress;Kannan;2010/04/13 14:59:01.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;18871.0
1-366584206;Accepted-Assigned;Carolyn;2010/04/13 14:59:07.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;6.0
1-366584206;Accepted-In Progress;Ewa;2012/01/09 11:25:49.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;54937602.0
1-366584206;Completed-Closed;Ewa;2012/01/09 11:25:51.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;2.0
1-366923538;Accepted-In Progress;Carolyn;2010/04/14 11:27:54.000;Variant 60;60;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-366923538;Queued-Awaiting Assignment;Carolyn;2010/04/14 11:47:49.000;Variant 60;60;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;1195.0
1-366923538;Accepted-In Progress;Niklas;2010/04/14 11:47:50.000;Variant 60;60;Accepted;Medium;In Progress;Org line A2;A2_2;us;G21 2nd;PROD98;Sweden;1.0
1-366923538;Queued-Awaiting Assignment;Carolyn;2010/04/14 11:54:25.000;Variant 60;60;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;395.0
1-366923538;Accepted-In Progress;Naga;2010/04/14 19:58:53.000;Variant 60;60;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;29068.0
1-366923538;Accepted-Assigned;Carolyn;2010/04/14 20:09:15.000;Variant 60;60;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;622.0
1-366923538;Accepted-In Progress;Ewa;2012/01/04 16:55:26.000;Variant 60;60;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;54420371.0
1-366923538;Completed-Closed;Ewa;2012/01/30 14:05:58.000;Variant 60;60;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;2236232.0
1-367002597;Accepted-In Progress;Helena;2010/04/14 15:53:38.000;Variant 19;19;Accepted;Medium;In Progress;Org line C;C_5;se;G120 3rd;PROD607;Sweden;0.0
1-367002597;Accepted-In Progress;Helena;2012/01/09 17:07:46.000;Variant 19;19;Accepted;Medium;In Progress;Org line C;C_5;se;G120 3rd;PROD607;Sweden;54868448.0
1-367002597;Accepted-In Progress;Björn;2012/01/09 18:36:13.000;Variant 19;19;Accepted;Medium;In Progress;Org line C;C_5;se;G120 3rd;PROD607;Sweden;5307.0
1-367002597;Completed-Closed;Björn;2012/02/15 12:32:49.000;Variant 19;19;Completed;Medium;Closed;Org line C;C_5;se;G120 3rd;PROD607;Sweden;3174996.0
1-367648732;Accepted-In Progress;Carolyn;2010/04/16 18:34:49.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD95;USA;0.0
1-367648732;Queued-Awaiting Assignment;Carolyn;2010/04/16 18:42:36.000;Variant 2;2;Queued;Low;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD95;USA;467.0
1-367648732;Accepted-In Progress;Naga;2010/04/17 01:40:43.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD95;Sweden;25087.0
1-367648732;Accepted-Assigned;Carolyn;2010/04/17 01:42:50.000;Variant 2;2;Accepted;Low;Assigned;Org line G3;;us;G199 3rd;PROD95;USA;127.0
1-367648732;Accepted-In Progress;Ewa;2012/01/30 12:43:05.000;Variant 2;2;Accepted;Low;In Progress;Org line G3;;us;G199 3rd;PROD95;POLAND;56458815.0
1-367648732;Completed-Closed;Ewa;2012/01/30 12:44:31.000;Variant 2;2;Completed;Low;Closed;Org line G3;;us;G199 3rd;PROD95;POLAND;86.0
1-368929048;Accepted-In Progress;Carolyn;2010/04/22 15:51:56.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-368929048;Queued-Awaiting Assignment;Carolyn;2010/04/22 16:08:11.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;975.0
1-368929048;Accepted-In Progress;Naga;2010/04/22 20:19:48.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;15097.0
1-368929048;Accepted-Assigned;Carolyn;2010/04/22 20:23:29.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;221.0
1-368929048;Accepted-In Progress;Ewa;2012/01/31 09:06:12.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;56032963.0
1-368929048;Completed-Closed;Ewa;2012/01/31 09:36:08.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;1796.0
1-369693874;Accepted-In Progress;Carolyn;2010/04/26 16:41:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-369693874;Queued-Awaiting Assignment;Carolyn;2010/04/26 16:44:34.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;211.0
1-369693874;Accepted-In Progress;Naga;2010/04/26 20:08:15.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;12221.0
1-369693874;Accepted-Assigned;Carolyn;2010/04/26 20:12:24.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;249.0
1-369693874;Accepted-In Progress;Ewa;2011/12/20 22:24:04.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;52107100.0
1-369693874;Completed-Closed;Ewa;2012/01/05 16:11:34.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;1360050.0
1-369989135;Accepted-In Progress;Carolyn;2010/04/27 16:40:49.000;Variant 48;48;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-369989135;Accepted-In Progress;Carolyn;2010/04/27 16:43:59.000;Variant 48;48;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;190.0
1-369989135;Accepted-In Progress;Naga;2010/04/29 15:15:14.000;Variant 48;48;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;167475.0
1-369989135;Accepted-Assigned;Carolyn;2010/04/29 15:18:16.000;Variant 48;48;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;182.0
1-369989135;Accepted-In Progress;Ewa;2012/02/02 21:53:09.000;Variant 48;48;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;55665293.0
1-369989135;Completed-Closed;Ewa;2012/02/02 22:08:20.000;Variant 48;48;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;911.0
1-370436092;Accepted-In Progress;Celine;2010/04/29 09:23:20.000;Variant 40;40;Accepted;Major;In Progress;Org line C;V3_3;fr;V42 2nd;PROD793;France;0.0
1-370436092;Queued-Awaiting Assignment;Celine;2010/04/29 09:23:56.000;Variant 40;40;Queued;Major;Awaiting Assignment;Org line C;V3_3;fr;V42 2nd;PROD793;France;36.0
1-370436092;Accepted-In Progress;Celine;2010/05/04 14:28:29.000;Variant 40;40;Accepted;Major;In Progress;Org line C;V3_3;fr;V42 2nd;PROD793;France;450273.0
1-370436092;Accepted-In Progress;Celine;2010/11/09 18:47:12.000;Variant 40;40;Accepted;Major;In Progress;Org line C;V3_3;fr;V42 2nd;PROD793;France;16345123.0
1-370436092;Accepted-Assigned;Marie Anne;2012/04/24 18:21:03.000;Variant 40;40;Accepted;Major;Assigned;Org line C;V3_3;fr;V42 2nd;PROD793;France;45963231.0
1-370436092;Accepted-In Progress;Marie Anne;2012/04/25 19:07:12.000;Variant 40;40;Accepted;Major;In Progress;Org line C;V3_3;fr;V42 2nd;PROD793;France;89169.0
1-370436092;Completed-Closed;Marie Anne;2012/04/25 19:07:27.000;Variant 40;40;Completed;Major;Closed;Org line C;V3_3;fr;V42 2nd;PROD793;France;15.0
1-371498622;Accepted-In Progress;Carolyn;2010/05/04 18:15:44.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-371498622;Queued-Awaiting Assignment;Carolyn;2010/05/04 18:23:17.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;453.0
1-371498622;Accepted-In Progress;Naga;2010/05/04 18:24:58.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;101.0
1-371498622;Accepted-Assigned;Carolyn;2010/05/04 18:27:46.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;168.0
1-371498622;Accepted-In Progress;Ewa;2012/01/18 10:30:42.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;53884976.0
1-371498622;Completed-Closed;Ewa;2012/01/18 10:31:12.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;30.0
1-371631962;Accepted-In Progress;Lena;2010/05/05 10:21:02.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_3;se;G354 3rd;PROD708;Sweden;0.0
1-371631962;Completed-Closed;Lena;2012/03/20 16:17:35.000;Variant 1;1;Completed;Medium;Closed;Org line A2;A2_3;se;G354 3rd;PROD708;Sweden;59205393.0
1-371672096;Accepted-In Progress;Carolyn;2010/05/05 13:44:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-371672096;Queued-Awaiting Assignment;Carolyn;2010/05/05 14:24:34.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;2431.0
1-371672096;Accepted-In Progress;Kannan;2010/05/05 16:09:25.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;6291.0
1-371672096;Accepted-Assigned;Carolyn;2010/05/05 16:09:30.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;5.0
1-371672096;Accepted-In Progress;Ewa;2012/02/04 08:57:22.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;55270072.0
1-371672096;Completed-Closed;Ewa;2012/02/04 09:10:51.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;809.0
1-372579132;Accepted-In Progress;Carolyn;2010/05/10 14:01:38.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-372579132;Queued-Awaiting Assignment;Carolyn;2010/05/10 14:07:54.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;376.0
1-372579132;Accepted-In Progress;Naga;2010/05/10 20:36:38.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;23324.0
1-372579132;Accepted-Assigned;Carolyn;2010/05/10 20:41:50.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;312.0
1-372579132;Accepted-In Progress;Ewa;2012/02/02 22:52:05.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;54699015.0
1-372579132;Completed-Closed;Ewa;2012/02/04 08:56:49.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;122684.0
1-372858362;Accepted-In Progress;Carolyn;2010/05/11 15:11:58.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-372858362;Queued-Awaiting Assignment;Carolyn;2010/05/11 15:13:34.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;96.0
1-372858362;Accepted-In Progress;Naga;2010/05/11 21:18:30.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;21896.0
1-372858362;Accepted-Assigned;Carolyn;2010/05/11 21:25:17.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;407.0
1-372858362;Accepted-In Progress;Ewa;2012/01/31 10:01:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;54391002.0
1-372858362;Completed-Closed;Ewa;2012/01/31 10:06:41.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;282.0
1-373110819;Accepted-In Progress;Carolyn;2010/05/12 12:59:40.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-373110819;Queued-Awaiting Assignment;Carolyn;2010/05/12 13:02:27.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;167.0
1-373110819;Accepted-In Progress;Naga;2010/05/12 21:04:54.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;28947.0
1-373110819;Accepted-Assigned;Carolyn;2010/05/12 21:06:49.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;115.0
1-373110819;Accepted-In Progress;Ewa;2012/02/03 07:48:56.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;54556927.0
1-373110819;Completed-Closed;Ewa;2012/02/03 07:50:31.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;95.0
1-373268674;Accepted-In Progress;Carolyn;2010/05/13 12:56:33.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-373268674;Queued-Awaiting Assignment;Carolyn;2010/05/13 13:05:42.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;549.0
1-373268674;Accepted-In Progress;Naga;2010/05/14 01:43:08.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;45446.0
1-373268674;Accepted-Assigned;Carolyn;2010/05/14 01:50:11.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;423.0
1-373268674;Accepted-In Progress;Ewa;2012/02/03 07:51:00.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;54453649.0
1-373268674;Completed-Closed;Ewa;2012/02/03 07:52:14.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;74.0
1-373413519;Accepted-In Progress;Carolyn;2010/05/14 08:03:29.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-373413519;Queued-Awaiting Assignment;Carolyn;2010/05/14 08:05:48.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;139.0
1-373413519;Accepted-In Progress;Kannan;2010/05/14 13:18:59.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;18791.0
1-373413519;Accepted-Assigned;Carolyn;2010/05/14 13:19:05.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;6.0
1-373413519;Accepted-In Progress;Ewa;2012/01/30 12:59:22.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;54085217.0
1-373413519;Completed-Closed;Ewa;2012/01/30 13:00:09.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;47.0
1-373413971;Accepted-In Progress;Carolyn;2010/05/14 10:04:31.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;USA;0.0
1-373413971;Queued-Awaiting Assignment;Carolyn;2010/05/14 10:11:11.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD98;USA;400.0
1-373413971;Accepted-In Progress;Kannan;2010/05/14 13:23:06.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;Sweden;11515.0
1-373413971;Accepted-Assigned;Carolyn;2010/05/14 13:23:10.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD98;USA;4.0
1-373413971;Accepted-In Progress;Ewa;2012/02/03 07:54:21.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD98;POLAND;54412271.0
1-373413971;Completed-Closed;Ewa;2012/02/04 08:48:35.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD98;POLAND;89654.0
1-374379174;Accepted-In Progress;Rune;2010/05/19 11:58:36.000;Variant 26;26;Accepted;Major;In Progress;Org line A2;A2_3;se;G356 2nd;PROD745;Sweden;0.0
1-374379174;Queued-Awaiting Assignment;Rune;2010/06/15 08:18:34.000;Variant 26;26;Queued;Major;Awaiting Assignment;Org line A2;A2_3;se;G356 2nd;PROD745;Sweden;2319598.0
1-374379174;Accepted-In Progress;Lars;2010/06/15 12:50:39.000;Variant 26;26;Accepted;Major;In Progress;Org line A2;A2_3;se;G356 2nd;PROD745;Sweden;16325.0
1-374379174;Accepted-Wait;Lars;2010/06/15 12:50:54.000;Variant 26;26;Accepted;Major;Wait;Org line A2;A2_3;se;G356 2nd;PROD745;Sweden;15.0
1-374379174;Accepted-In Progress;Lars;2012/04/25 13:32:00.000;Variant 26;26;Accepted;Major;In Progress;Org line A2;A2_3;se;G356 2nd;PROD745;Sweden;58754466.0
1-374379174;Completed-Closed;Lars;2012/04/25 13:32:25.000;Variant 26;26;Completed;Major;Closed;Org line A2;A2_3;se;G356 2nd;PROD745;Sweden;25.0
1-374630866;Accepted-In Progress;Carolyn;2010/05/20 12:55:23.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-374630866;Queued-Awaiting Assignment;Carolyn;2010/05/20 13:43:22.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;2879.0
1-374630866;Accepted-In Progress;Naga;2010/05/21 00:57:03.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;40421.0
1-374630866;Accepted-Assigned;Carolyn;2010/05/21 00:58:48.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;105.0
1-374630866;Accepted-In Progress;Ewa;2012/02/03 07:52:26.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;53852018.0
1-374630866;Completed-Closed;Ewa;2012/02/03 07:54:03.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD97;POLAND;97.0
1-375337251;Accepted-In Progress;Carolyn;2010/05/24 14:32:13.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-375337251;Queued-Awaiting Assignment;Carolyn;2010/05/24 14:44:34.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;741.0
1-375337251;Accepted-In Progress;Naga;2010/05/25 03:30:49.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;Sweden;45975.0
1-375337251;Accepted-Assigned;Carolyn;2010/05/25 03:33:22.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD96;USA;153.0
1-375337251;Accepted-In Progress;Ewa;2012/02/03 08:42:20.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;53500138.0
1-375337251;Completed-Closed;Ewa;2012/02/03 09:13:07.000;Variant 2;2;Completed;Medium;Closed;Org line G3;;us;G199 3rd;PROD96;POLAND;1847.0
1-375430388;Accepted-In Progress;Carolyn;2010/05/24 17:28:06.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-375430388;Queued-Awaiting Assignment;Carolyn;2010/05/24 17:30:59.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;173.0
1-375430388;Accepted-In Progress;Naga;2010/05/25 03:27:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;35796.0
1-375430388;Accepted-Assigned;Carolyn;2010/05/25 03:30:17.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;162.0
